player,cricsheet_id
MS Gony,ae78bc32
Mandeep Singh,c3a96caf
N Saini,addbde6c
NA Patwardhan,e6ef687d
NLTC Perera,0f12f9df
NV Ojha,890946a0
OA Shah,7bf96684
P Awana,1a0c3177
P Dogra,2728e7e9
P Kumar,e938e1bc
P Negi,f62772e5
P Parameswaran,0c432afb
PA Patel,b5da6c24
PA Reddy,2461eef2
PC Valthaty,25eeb281
PG Pathak,9f772ec5
PJ Sangwan,9fc0ef64
PK Khakhar,b7cad41f
PP Chawla,98ae73b1
PP Ojha,6c6591ab
Pankaj Singh,e32d22f6
Premdip Chatterjee,489fb760
R Ashwin,495d42a5
R Bhatia,33a364a6
R Dravid,0184dc35
R Risodkar,3de870ce
R Sharma,5d9a1a73
R Shukla,de4b0555
R Subramanian,7c32b886
R Vinay Kumar,41eb4a4f
RA Jadeja,fe93fd9d
RE Levi,18c78b11
RE van der Merwe,05c2ca46
RG Sharma,740742ef
RJ Harris,12eddf28
RJ Peterson,26ff4c29
RJ Tucker,38810cfc
RM Deshpande,7d2a4250
RN ten Doeschate,4ec07775
RP Singh,c3d1402f
RR Bhatkal,7d3720ba
RR Jadeja,053de19b
RR Powar,5d096f3d
RS Madugalle,766b5798
RS Mahanama,57910393
RV Uthappa,1c17e270
Raju Mukherjee,7a3244b5
S Anirudha,95a2ea61
S Aravind,957532de
S Asnani,b04524bc
S Badrinath,3576e47e
S Das,475e38b6
S Dhawan,0a476045
S Dua,f1375866
S Nadeem,9d80c5e1
S Ravi,9b9ee0df
SA Yadav,271f83cd
SB Jakati,c8179c68
SC Ganguly,725529bc
SD Chitnis,facb9086
SD Ranade,369c85c1
SE Marsh,508a1ea7
SJA Taufel,4b43d5ac
SK Raina,1dc12ab9
SK Tarapore,62a824b4
SK Trivedi,3d7e087f
SL Malinga,a12e1d51
SP Goswami,541f85c9
SP Narine,9d430b40
SPD Smith,30a45b23
SR Tendulkar,d2c2b2d5
SR Watson,4329fbb5
SS Tiwary,709b0bac
STR Binny,bd17b45f
SW Tait,addfb70e
Shakib Al Hasan,7dc35884
Sunny Gupta,ee3dfa89
T Mishra,c9cac448
TL Suman,aaa1b522
TM Dilshan,5bdcdb72
TP Sudhindra,2f3817ce
UBT Chand,0c94f480
UT Yadav,cc1e8c68
V Kohli,ba607b88
V Pratap Singh,d718440b
V Sehwag,8ba8195d
VA Kulkarni,8fe0c4f8
VK Sharma,a7a49df4
VR Aaron,0a3d54b9
VY Mahesh,93a17209
WD Parnell,3a60e0b5
WP Saha,fe11caa6
Y Nagar,662c47a6
Y Venugopal Rao,fe763256
YK Pathan,3c6ffae8
Z Khan,91a4a398
