cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
392192,12,2009-04-25,Kingsmead,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,,12,0,PP Ojha,168/9,156/7,20.0,20.0,,20,league,HDPK Dharmasena,SJA Taufel,SD Ranade,D Govindjee
392194,14,2009-04-26,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Delhi Daredevils,,0,6,TM Dilshan,149/7,150/4,20.0,19.2,,20,league,S Asnani,BG Jerling,BR Doctrove,Yashpal Sharma
392195,15,2009-04-26,Newlands,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,,27,0,KC Sangakkara,139/6,112/7,20.0,20.0,,20,league,M Erasmus,K Hariharan,MR Benson,GR Viswanath
392196,16,2009-04-27,Kingsmead,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,,0,6,HH Gibbs,165/6,169/4,20.0,19.3,,20,league,IL Howell,TH Wijewardene,SD Ranade,D Govindjee
392197,17,2009-04-27,St George's Park,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,,92,0,SR Tendulkar,187/6,95/9,20.0,15.2,,20,league,BG Jerling,RB Tiffin,S Asnani,Yashpal Sharma
392198,18,2009-04-28,SuperSport Park,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,,0,5,YK Pathan,143/7,147/5,20.0,18.4,,20,league,GAV Baxter,RE Koertzen,DJ Harper,J Srinath
392199,19,2009-04-29,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Royal Challengers Bangalore,,0,5,MV Boucher,139/6,143/5,20.0,19.5,,20,league,MR Benson,TH Wijewardene,SL Shastri,D Govindjee
392200,20,2009-04-29,Kingsmead,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab,,3,0,KC Sangakkara,119/8,116/7,20.0,20.0,,20,league,MR Benson,SL Shastri,TH Wijewardene,D Govindjee
392201,21,2009-04-30,SuperSport Park,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,6,DP Nannes,148/9,150/4,20.0,18.4,,20,league,GAV Baxter,AM Saheba,RE Koertzen,GR Viswanath
392202,22,2009-04-30,SuperSport Park,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,,38,0,SK Raina,164/5,126/9,20.0,19.3,,20,league,GAV Baxter,RE Koertzen,AM Saheba,GR Viswanath
392203,23,2009-05-01,Buffalo Park,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,,9,0,JP Duminy,148/6,139/6,20.0,20.0,,20,league,M Erasmus,SK Tarapore,BR Doctrove,Yashpal Sharma
392204,24,2009-05-01,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,8,0,Yuvraj Singh,145/9,137/7,20.0,20.0,,20,league,HDPK Dharmasena,S Ravi,SJA Taufel,D Govindjee
392205,25,2009-05-02,St George's Park,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,,0,3,YK Pathan,141/5,142/7,20.0,19.4,,20,league,S Asnani,BG Jerling,MR Benson,S Venkataraghavan
392206,26,2009-05-02,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,,18,0,SB Jakati,163/10,145/8,20.0,20.0,,20,league,DJ Harper,RE Koertzen,SS Hazare,GR Viswanath
392207,27,2009-05-03,St George's Park,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kings XI Punjab,,0,6,DPMD Jayawardene,153/3,154/4,20.0,20.0,,20,league,S Asnani,MR Benson,BG Jerling,S Venkataraghavan
392208,28,2009-05-03,New Wanderers Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,,0,9,JH Kallis,149/4,150/1,20.0,18.1,,20,league,RE Koertzen,TH Wijewardene,K Hariharan,GR Viswanath
392209,29,2009-05-04,Buffalo Park,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,,78,0,MS Dhoni,178/3,100/10,20.0,14.4,,20,league,BR Doctrove,M Erasmus,SK Tarapore,Yashpal Sharma
392210,30,2009-05-05,Kingsmead,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,,78,0,GC Smith,211/4,133/8,20.0,20.0,,20,league,SS Hazare,IL Howell,GAV Baxter,J Srinath
392211,31,2009-05-05,Kingsmead,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Delhi Daredevils,,0,9,G Gambhir,154/3,157/1,20.0,19.0,,20,league,GAV Baxter,IL Howell,S Ravi,J Srinath
392212,32,2009-05-06,SuperSport Park,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,,19,0,RG Sharma,145/6,126/8,20.0,20.0,,20,league,MR Benson,HDPK Dharmasena,K Hariharan,GR Viswanath
392213,33,2009-05-07,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,0,7,A Singh,105/10,107/3,20.0,15.0,,20,league,K Hariharan,DJ Harper,TH Wijewardene,S Venkataraghavan
392214,34,2009-05-07,SuperSport Park,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,,12,0,ML Hayden,185/3,174/3,18.0,18.0,D/L,18,league,DJ Harper,TH Wijewardene,K Hariharan,S Venkataraghavan
392215,35,2009-05-08,Buffalo Park,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Delhi Daredevils,,0,7,A Nehra,116/10,118/3,20.0,18.5,,20,league,M Erasmus,SK Tarapore,BG Jerling,Yashpal Sharma
392216,36,2009-05-09,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,3,DPMD Jayawardene,168/5,169/7,20.0,19.5,,20,league,GAV Baxter,AM Saheba,HDPK Dharmasena,J Srinath
392217,37,2009-05-09,De Beers Diamond Oval,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,,0,7,S Badrinath,140/7,141/3,20.0,18.2,,20,league,GAV Baxter,HDPK Dharmasena,AM Saheba,J Srinath
392218,38,2009-05-10,St George's Park,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,,16,0,JP Duminy,157/2,141/7,20.0,20.0,,20,league,BR Doctrove,BG Jerling,IL Howell,Yashpal Sharma
392219,39,2009-05-10,New Wanderers Stadium,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,7,A Mishra,123/8,125/3,20.0,17.1,,20,league,SL Shastri,RB Tiffin,S Ravi,S Venkataraghavan
392220,40,2009-05-11,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,,53,0,DR Smith,166/7,113/10,20.0,19.3,,20,league,GAV Baxter,HDPK Dharmasena,S Asnani,J Srinath
392221,41,2009-05-12,SuperSport Park,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,6,LRPL Taylor,173/4,176/4,20.0,19.2,,20,league,M Erasmus,SS Hazare,RE Koertzen,Yashpal Sharma
392222,42,2009-05-12,SuperSport Park,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,,0,8,Harbhajan Singh,119/9,122/2,20.0,16.2,,20,league,SS Hazare,RE Koertzen,M Erasmus,Yashpal Sharma
392223,43,2009-05-13,Kingsmead,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Delhi Daredevils,,12,0,R Bhatia,173/7,161/10,20.0,19.4,,20,league,DJ Harper,SL Shastri,RB Tiffin,D Govindjee
392224,44,2009-05-14,Kingsmead,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore,,0,2,LRPL Taylor,129/10,132/8,19.4,19.4,,20,league,BR Doctrove,DJ Harper,SL Shastri,D Govindjee
392225,45,2009-05-14,Kingsmead,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,,2,0,SK Warne,145/7,143/10,20.0,19.5,,20,league,BR Doctrove,DJ Harper,SL Shastri,D Govindjee
392226,46,2009-05-15,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,6,B Lee,120/9,123/4,20.0,19.1,,20,league,HDPK Dharmasena,IL Howell,S Asnani,J Srinath
392227,47,2009-05-16,St George's Park,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,,0,7,ML Hayden,147/5,151/3,20.0,19.1,,20,league,SK Tarapore,SJA Taufel,BG Jerling,Yashpal Sharma
392228,48,2009-05-16,New Wanderers Stadium,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,,0,6,RG Sharma,160/5,166/4,20.0,20.0,,20,league,RE Koertzen,S Ravi,SL Shastri,S Venkataraghavan
392229,49,2009-05-17,New Wanderers Stadium,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Kings XI Punjab,,1,0,Yuvraj Singh,134/7,133/8,20.0,20.0,,20,league,S Ravi,RB Tiffin,GAV Baxter,S Venkataraghavan
392230,50,2009-05-17,OUTsurance Oval,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,,14,0,AB de Villiers,150/3,136/9,20.0,20.0,,20,league,SS Hazare,IL Howell,HDPK Dharmasena,J Srinath
392231,51,2009-05-18,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,,0,7,BJ Hodge,188/3,189/3,20.0,20.0,,20,league,SJA Taufel,RB Tiffin,SK Tarapore,S Venkataraghavan
392232,52,2009-05-19,New Wanderers Stadium,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,Royal Challengers Bangalore,,0,7,JH Kallis,134/7,135/3,20.0,19.0,,20,league,IL Howell,RB Tiffin,S Asnani,J Srinath
392233,53,2009-05-20,Kingsmead,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,4,LR Shukla,101/9,102/6,20.0,19.3,,20,league,BG Jerling,SJA Taufel,SS Hazare,D Govindjee
392234,54,2009-05-20,Kingsmead,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,,24,0,M Muralitharan,116/9,92/8,20.0,20.0,,20,league,BG Jerling,SJA Taufel,SS Hazare,D Govindjee
392235,55,2009-05-21,SuperSport Park,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,4,V Sehwag,165/8,166/6,20.0,17.3,,20,league,IL Howell,S Ravi,SK Tarapore,S Venkataraghavan
392236,56,2009-05-21,SuperSport Park,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,12,0,MK Pandey,170/4,158/6,20.0,20.0,,20,league,IL Howell,S Ravi,SK Tarapore,S Venkataraghavan
392237,57,2009-05-22,SuperSport Park,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,,0,6,AC Gilchrist,153/8,154/4,20.0,17.4,,20,Semi Final,BR Doctrove,DJ Harper,RE Koertzen,S Venkataraghavan
392238,58,2009-05-23,New Wanderers Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,6,MK Pandey,146/5,149/4,20.0,18.5,,20,Semi Final,RE Koertzen,SJA Taufel,IL Howell,J Srinath
392239,59,2009-05-24,New Wanderers Stadium,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,,6,0,A Kumble,143/6,137/9,20.0,20.0,,20,Final,RE Koertzen,SJA Taufel,DJ Harper,J Srinath
